RegCode,ParkName,ParkCode,Location,Count,TypeCode
SE,Ocmulgee National Monument,OCMU,TRAFFIC COUNT AT MAIN ENTRANCE,"3,087",NM
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT DEER PARK (ENTRANCE LANE),0,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT DOSEWALLIPS,0,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT EAST BEACH ROAD (NORTHBOUND LANE),"2,323",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT ENTRANCE LANE TO ELWHA,0,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT ENTRANCE TO RUBY BEACH PARKING AREA,"4,127",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT EXIT LANE AT STAIRCASE RANGER STATION (HOODSPORT),725,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT FEE COLLECTION STATION (HURRICANE),"3,629",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT HIGHWAY 101 (WESTBOUND LANE),"16,923",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT HOH ENTRANCE STATION (ENTRANCE LANE),"5,303",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT MORA ENTRANCE ROAD,"1,788",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT NORTH SHORE ROAD (EASTBOUND LANE),"1,226",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT NORTHSHORE ROAD (ENTRANCE LANE),"2,601",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT OZETTE RNGR STATION,298,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT QUEETS,673,NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT SOLEDUCK ROAD (NORTHBOUND LANE),"1,200",NP
PW,Olympic National Park,OLYM,TRAFFIC COUNT AT SOUTHSHORE ROAD (ENTRANCE LANE),"1,002",NP
PW,Oregon Caves National Monument,ORCA,TRAFFIC COUNT AT MAIN ENTRANCE,381,NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT AJO MOUNTAIN ROAD,800,NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT ALAMO CANYON,245,NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT BATES WELL ROAD,"1,001",NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT HIGHWAY 85,"22,219",NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT PUERTO BLANCO NORTH,957,NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT PUERTO BLANCO SOUTH,0,NM
IM,Organ Pipe Cactus National Monument,ORPI,TRAFFIC COUNT AT VISITOR CENTER,"4,498",NM
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT  SINKING CREEK,42,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT AKERS,"1,932",RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT BACKCOUNTRY AREA (SOUTH UNIT),947,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT BLUE SPRING,249,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT CAMPGROUND AREA (SOUTH UNIT),36,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT CEDARGROVE,"1,999",RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT GOOSE NECK,92,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT HICKORY,39,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT HWY-103,155,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT JERKTAIL,105,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT LOG YARD,299,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT M-HIGHWAY,153,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT OWLS BEND,351,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT PEA VINE,430,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT PICNIC AREA (SOUTH UNIT),19,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT PULLTITE,156,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT ROCKY CREEK,239,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT ROUND SPRING,408,RIVERWAYS
MW,Ozark National Scenic Riverways,OZAR,TRAFFIC COUNT AT TWO RIVERS,309,RIVERWAYS
IM,Padre Island National Seashore,PAIS,ENTER THE VEHICLE COUNT AT SOUTH BEACH (administrative only),"2,871",NS
IM,Padre Island National Seashore,PAIS,TRAFFIC COUNT AT BIRD ISLAND BASIN,"2,332",NS
IM,Padre Island National Seashore,PAIS,TRAFFIC COUNT AT ENTRANCE STATION,"10,004",NS
IM,Padre Island National Seashore,PAIS,TRAFFIC COUNT AT NORTH BEACH ROAD,"2,069",NS
IM,Palo Alto Battlefield National Historical Park,PAAL,TRAFFIC COUNT AT MAIN ENTRANCE,"1,891",NHP
MW,Pea Ridge National Military Park,PERI,TRAFFIC COUNT AT MAIN ENTRANCE,"1,511",NMP
MW,Pea Ridge National Military Park,PERI,TRAFFIC COUNT AT TOUR ROAD,0,NMP
NE,Petersburg National Battlefield,PETE,TRAFFIC COUNT AT FORT WADSWORTH UNIT,633,NB
NE,Petersburg National Battlefield,PETE,TRAFFIC COUNT AT HEADQUARTERS UNIT,"1,908",NB
NE,Petersburg National Battlefield,PETE,TRAFFIC COUNT AT LONG FLANK UNIT,"7,364",NB
NE,Petersburg National Battlefield,PETE,TRAFFIC COUNT AT POPLAR GROVE NAT'L CEMETERY,0,NB
IM,Petrified Forest National Park,PEFO,TRAFFIC COUNT AT I-40 COUNTER,"5,953",NP
IM,Petrified Forest National Park,PEFO,TRAFFIC COUNT AT NORTH ENTRANCE (NORTH LANE #2),"3,622",NP
IM,Petrified Forest National Park,PEFO,TRAFFIC COUNT AT SOUTH ENTRANCE (NORTH LANE #1),"1,555",NP
IM,Petroglyph National Monument,PETR,TRAFFIC COUNT AT BOCA NEGRA CANYON,"1,388",NM
IM,Petroglyph National Monument,PETR,TRAFFIC COUNT AT RINCONADA CANYON,0,NM
IM,Petroglyph National Monument,PETR,TRAFFIC COUNT AT VISITOR CENTER,0,NM
IM,Petroglyph National Monument,PETR,TRAFFIC COUNT AT VOLCANOES,0,NM
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT 12 MILE BEACH,4,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT ALGER COUNTY,124,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT CHAPEL,88,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT CITY LIMITS LOT,603,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT LITTLE BEAVER,62,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT LITTLE BEAVER (IF COUNTER IS BROKEN ENTER 0),124,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT LOG SLIDE,52,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT LOWER HURRICANE,178,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT MINERS CASTLE,191,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT MUNISING FALLS,725,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT SABLE FALLS,76,NL
MW,Pictured Rocks National Lakeshore,PIRO,TRAFFIC COUNT AT SAND POINT,"2,151",NL
PW,Pinnacles National Park,PINN,TRAFFIC COUNT AT EAST ENTRANCE,"3,516",NP
PW,Pinnacles National Park,PINN,TRAFFIC COUNT AT WEST ENTRANCE,997,NP
IM,Pipe Spring National Monument,PISP,TRAFFIC COUNT AT MAIN ENTRANCE,675,NM
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT BEAR  VALLEY VC,"9,508",NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT BROOKS,870,NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT HEADLANDS,"6,300",NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT LIMANTOUR,"4,103",NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT PALOMARIN,"2,793",NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT PIERCE POINT ROAD,"6,624",NS
PW,Point Reyes National Seashore,PORE,TRAFFIC COUNT AT SIR FRANCIS DRAKE BLVD,"10,832",NS
PW,Puukohola Heiau National Historic Site,PUHE,TRAFFIC COUNT AT MAIN ENTRANCE,"30,000",NHS
PW,Puukohola Heiau National Historic Site,PUHE,TRAFFIC COUNT AT VISITOR CENTER,"5,300",NHS
PW,Redwood National Park,REDW,TRAFFIC COUNT AT COASTAL DRIVE,0,NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT ENDERTS CRESCENT BEACH,"2,078",NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT FRESHWATER LAGOON,29,NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT KLAMATH RIVER OVERLOOK,748,NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT LAGOON CREEK PARKING AREA,"1,959",NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT LOST MAN CREEK ROAD,"1,397",NP
PW,Redwood National Park,REDW,TRAFFIC COUNT AT REDWOOD CREEK TRAIL,"1,804",NP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT BEAVER DAM,269,NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT CHICKAHOMINY BLUFFS,579,NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT COLD HARBOR ENTRANCE,"3,751",NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT FORT DARLING,"1,129",NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT FORT HARRISON,"8,243",NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT MALVERN HILL,925,NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT PARKER'S BATTERY,326,NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT RURAL PLAINS,488,NBP
NE,Richmond National Battlefield Park,RICH,TRAFFIC COUNT AT WATT HOUSE,"1,316",NBP
MW,River Raisin National Battlefield Park,RIRA,FRENCHTOWN TRAFFIC COUNT,"1,813",NBP
MW,River Raisin National Battlefield Park,RIRA,HULL'S TRACE TRAFFIC COUNT,"2,002",NBP
MW,River Raisin National Battlefield Park,RIRA,MAIN ENTRANCE TRAFFIC COUNT,"1,792",NBP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT BEAVER MEADOWS,"21,633",NP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT FALL RIVER,"8,793",NP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT GRAND LAKE,"2,035",NP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT LONGS PEAK,532,NP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT SUN VALLEY ROAD,0,NP
IM,Rocky Mountain National Park,ROMO,TRAFFIC COUNT AT WILD BASIN,511,NP
PW,Ross Lake National Recreation Area,ROLA,(WEST BOUNDARY HWY 20) TRAFFIC COUNT ENTERING THE PARK,"1,904",NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT DIABLO LAKE OVERLOOK,224,NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT HOZOMEEN ROAD,0,NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT NORTH COLONIAL CREEK CAMPGROUND,0,NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT SOUTH COLONIAL CREEK CAMPGROUND,0,NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT THORNTON CREEK ROAD,67,NRA
PW,Ross Lake National Recreation Area,ROLA,TRAFFIC COUNT AT UPPER GOODELL CAMPGROUND,0,NRA
SE,Russell Cave National Monument,RUCA,TRAFFIC COUNT AT MAIN ENTRANCE,362,NM
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT CACTUS DRIVE,"2,095",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT GOLDEN GATE LANE 3,0,NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT GOLDEN GATE LANE 4,930,NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT JAVELINA,"6,013",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT KINNEY ROAD AT RED HILLS VC,"21,120",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT PICTURED ROCKS LANE 2,"106,950",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT PICTURED ROCKS LANE 5,"105,400",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT SANDARIO ROAD LANE 1,"42,312",NP
IM,Saguaro National Park,SAGU,TRAFFIC COUNT AT SANDARIO ROAD LANE 2,"41,540",NP
NE,Saint-Gaudens National Historic Site,SAGA,AM TRAFFIC COUNT,0,NHS
NE,Saint-Gaudens National Historic Site,SAGA,CONCERT TRAFFIC COUNT,0,NHS
NE,Saint-Gaudens National Historic Site,SAGA,LOWER LOT TRAFFIC COUNT,0,NHS
NE,Saint-Gaudens National Historic Site,SAGA,OVERFLOW TRAFFIC COUNT AT CONCERTS,0,NHS
NE,Saint-Gaudens National Historic Site,SAGA,PM TRAFFIC COUNT,0,NHS
NE,Saint-Gaudens National Historic Site,SAGA,TRAFFIC COUNT AT MILL PARKING AREA,50,NHS
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT ACEQUIA PARK,"2,121",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT ESPADA PARK,"6,812",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION CONCEPCION,"7,477",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION ESPADA EAST,"4,489",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION ESPADA PARISH,700,NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION ESPADA WEST,"5,115",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION SAN JOSE EAST,"2,401",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION SAN JOSE WEST,"7,091",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION SAN JUAN NORTH PARKING LOT,"1,073",NHP
IM,San Antonio Missions National Historical Park,SAAN,TRAFFIC COUNT AT MISSION SAN JUAN WEST PARKING LOT,"2,361",NHP
PW,San Juan Island National Historical Park,SAJH,TRAFFIC COUNT AT AMERICAN CAMP,"4,450",NHP
PW,San Juan Island National Historical Park,SAJH,TRAFFIC COUNT AT ENGLISH CAMP,"1,980",NHP
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT CIRCLE X,"1,907",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT FRANKLIN CANYON RANCH,"8,572",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT PALO COMADO CANYON,"3,038",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT PARAMOUNT RANCH,"5,689",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT PETER STRAUSS,675,NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT RANCHO SIERRA,"6,118",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT ROCKY OAKS,425,NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT SOLSTICE CANYON,"3,555",NRA
PW,Santa Monica Mountains National Recreation Area,SAMO,TRAFFIC COUNT AT ZUMA CANYON,983,NRA
NE,Saratoga National Historical Park,SARA,TRAFFIC COUNT AT PHILLIPS ROAD COUNTER,"4,580",NHP
NE,Saratoga National Historical Park,SARA,TRAFFIC COUNT AT ROUTE 32 COUNTER,"2,654",NHP
NE,Saratoga National Historical Park,SARA,TRAFFIC COUNT AT ROUTE 4 COUNTER,"3,848",NHP
NE,Saratoga National Historical Park,SARA,TRAFFIC COUNT AT TOUR ROAD COUNTER,0,NHP
MW,Scotts Bluff National Monument,SCBL,TRAFFIC COUNT AT VC PARKING AREA,940,NM
PW,Sequoia National Park,SEQU,TRAFFIC COUNT AT ASH MOUNTAIN ENTRANCE (Lane 1),"14,400",NP
PW,Sequoia National Park,SEQU,TRAFFIC COUNT AT ASH MOUNTAIN ENTRANCE (Lane 2),0,NP
PW,Sequoia National Park,SEQU,TRAFFIC COUNT AT LOOKOUT POINT,13,NP
PW,Sequoia National Park,SEQU,TRAFFIC COUNT AT LOST GROVE,"1,149",NP
PW,Sequoia National Park,SEQU,TRAFFIC COUNT AT SOUTH FORK,276,NP
NE,Shenandoah National Park,SHEN,TRAFFIC COUNT AT FRONT ROYAL ENTRANCE,"2,414",NP
NE,Shenandoah National Park,SHEN,TRAFFIC COUNT AT ROCKFISH ENTRANCE,"1,502",NP
NE,Shenandoah National Park,SHEN,TRAFFIC COUNT AT SWIFT RUN ENTRANCE,"2,188",NP
NE,Shenandoah National Park,SHEN,TRAFFIC COUNT AT THORNTON GAP ENTRANCE,"2,447",NP
SE,Shiloh National Military Park,SHIL,TRAFFIC COUNT AT FEDERAL ROAD EAST,"1,055",NMP
SE,Shiloh National Military Park,SHIL,TRAFFIC COUNT AT FEDERAL ROAD WEST,"1,569",NMP
SE,Shiloh National Military Park,SHIL,TRAFFIC COUNT AT GLADDEN ROAD,596,NMP
SE,Shiloh National Military Park,SHIL,TRAFFIC COUNT AT GRANT ROAD,"5,556",NMP
SE,Shiloh National Military Park,SHIL,TRAFFIC COUNT AT PICNIC AREA,489,NMP
MW,Sleeping Bear Dunes National Lakeshore,SLBE,TRAFFIC COUNT AT AT PLATTE RIVER MOUTH,947,NL
MW,Sleeping Bear Dunes National Lakeshore,SLBE,TRAFFIC COUNT AT COAST GUARD MUSEUM,569,NL
MW,Sleeping Bear Dunes National Lakeshore,SLBE,TRAFFIC COUNT AT DUNE CLIMB,"1,433",NL
MW,Sleeping Bear Dunes National Lakeshore,SLBE,TRAFFIC COUNT AT ESCH ROAD,808,NL
MW,Sleeping Bear Dunes National Lakeshore,SLBE,TRAFFIC COUNT AT STOCKING SCENIC DRIVE,841,NL
NE,Steamtown National Historic Site,STEA,TRAFFIC COUNT AT MAIN ENTRANCE,"2,114",NHS
SE,Stones River National Battlefield,STRI,TRAFFIC COUNT AT BATTLEFIELD ROAD,"6,156",NB
SE,Stones River National Battlefield,STRI,TRAFFIC COUNT AT CEMETERY,930,NB
SE,Stones River National Battlefield,STRI,TRAFFIC COUNT AT FORT ROSECRANS,"9,282",NB
IM,Sunset Crater Volcano National Monument,SUCR,TRAFFIC COUNT AT EAST ENTRANCE,"1,730",NM
IM,Sunset Crater Volcano National Monument,SUCR,TRAFFIC COUNT AT WEST ENTRANCE,"2,744",NM
MW,Tallgrass Prairie National Preserve,TAPR,TRAFFIC COUNT AT LOWER FOX CREEK SCHOOLHOUSE,36,NPRE
MW,Theodore Roosevelt National Park,THRO,TRAFFIC COUNT AT PAINTED CANYON REST AREA,0,NP
MW,Theodore Roosevelt National Park,THRO,TRAFFIC COUNT AT SCENIC DRIVE (VISITOR CENTER AREA,300,NP
MW,Theodore Roosevelt National Park,THRO,TRAFFIC COUNT AT SCENIC LOOP DRIVE (MEDORA),"1,600",NP
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT BIG TALBOT ISLAND BOAT RAMP,0,NPRES
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT CEDAR POINT,"2,558",NPRES
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT CLAP BOARD CREEK BOAT RAMP,512,NPRES
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT SISTER'S CREEK NORTH,"3,975",NPRES
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT SISTER'S CREEK SOUTH,"4,480",NPRES
SE,Timucuan Ecological and Historic Preserve,TIMU,TRAFFIC COUNT AT THEODORE ROOSEVELT,"3,968",NPRES
IM,Tonto National Monument,TONT,TRAFFIC COUNT AT MAIN ENTRANCE,0,NM
IM,Tuzigoot National Monument,TUZI,TRAFFIC COUNT ENTERING THE PARK,"2,531",NM
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT BOTH ROEBLING BRIDGE PARKING LOTS,"1,773",S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT BUCKINGHAM ACCESS AREA,112,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT CALLICOON ACCESS AREA (NY),0,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT CALLICOON ACCESS AREA (PA),424,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT DAMASCUS ACCESS AREA,329,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT DARBYTOWN ACCESS AREA,169,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT HANCOCK ACCESS AREA,0,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT LACKAWAXEN ACCESS AREA,"1,151",S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT MONGAUP ACCESS,115,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT NARROWSBURG ACCESS AREA,265,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT SKINNERS FALLS ACCESS AREA,40,S&RR
NE,Upper Delaware National Scenic and Recreation River,UPDE,TRAFFIC COUNT AT TEN MILE RIVER ACCESS AREA,291,S&RR
NE,Valley Forge National Historical Park,VAFO,TRAFFIC COUNT ENTRANCE/EXIT ROAD AT BETZWOOD PICNIC AREA,"3,066",NHP
NE,Vanderbilt Mansion National Historic Site,VAMA,TRAFFIC COUNT AT MAIN ENTRANCE,"6,500",NHS
SE,Vicksburg National Military Park,VICK,TRAFFIC COUNT AT CLAY STREET,"8,902",NMP
SE,Vicksburg National Military Park,VICK,TRAFFIC COUNT AT FORT HILL DRIVE,"1,553",NMP
SE,Vicksburg National Military Park,VICK,TRAFFIC COUNT AT LOUISIANA CIRCLE,"1,293",NMP
SE,Vicksburg National Military Park,VICK,TRAFFIC COUNT AT NAVY CIRCLE,"1,603",NMP
IM,Walnut Canyon National Monument,WACA,TRAFFIC COUNT AT MAIN ENTRANCE,"2,418",NM
IM,Washita Battlefield National Historic Site,WABA,TRAFFIC COUNT AT EAST PARKING LOT,70,NHS
IM,Washita Battlefield National Historic Site,WABA,TRAFFIC COUNT AT WEST PARKING LOT,29,NHS
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT BRANDY CREEK,"7,150",NRA
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT CRYSTAL CREEK,398,NRA
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT J.F.C. POWERHOUSE,"1,602",NRA
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT OAK BOTTOM,"1,763",NRA
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT VISITOR INFO CENTER,"12,027",NRA
PW,Whiskeytown National Recreation Area,WHIS,TRAFFIC COUNT AT WHISKEY CREEK,"1,359",NRA
PW,Whitman Mission National Historic Site,WHMI,TRAFFIC COUNT AT WEST ENTRANCE ROAD,420,NHS
MW,Wilson\u0027s Creek National Battlefield,WICR,TRAFFIC COUNT AT MAIN ENTRANCE,"2,328",NB
MW,Wilson\u0027s Creek National Battlefield,WICR,TRAFFIC COUNT ON TOUR ROAD,0,NB
MW,Wind Cave National Park,WICA,TRAFFIC COUNT AT HIGHWAY 385 SOUTH (COUNTER #5),"7,975",NP
MW,Wind Cave National Park,WICA,TRAFFIC COUNT AT HIGHWAY 385 WEST (COUNTER #4),"7,682",NP
MW,Wind Cave National Park,WICA,TRAFFIC COUNT AT HIGHWAY 87 NORTH (COUNTER #2),428,NP
SE,Wright Brothers National Memorial,WRBR,TRAFFIC COUNT AT MAIN ENTRANCE,"3,043",NMEM
IM,Yellowstone National Park,YELL,TRAFFIC COUNT AT EAST GATE,0,NP
IM,Yellowstone National Park,YELL,TRAFFIC COUNT AT NORTH GATE,"7,965",NP
IM,Yellowstone National Park,YELL,TRAFFIC COUNT AT NORTHEAST GATE,0,NP
IM,Yellowstone National Park,YELL,TRAFFIC COUNT AT SOUTH GATE,0,NP
IM,Yellowstone National Park,YELL,TRAFFIC COUNT AT WEST GATE,0,NP
IM,Yellowstone National Park,YELL,TRAFFIC COUNT ON HIGHWAY 191,"45,167",NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT ARCH ROCK,"21,728",NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT BADGER PASS,"12,400",NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT BIG OAK FLAT,"11,484",NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT BIG TREE,0,NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT HETCH HETCHY,277,NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT SOUTH ENTRANCE,"22,052",NP
PW,Yosemite National Park,YOSE,TRAFFIC COUNT AT TIOGA PASS,0,NP
IM,Zion National Park,ZION,TRAFFIC COUNT AT CANYON DRIVE,0,NP
IM,Zion National Park,ZION,TRAFFIC COUNT AT EAST ENTRANCE,"8,544",NP
IM,Zion National Park,ZION,TRAFFIC COUNT AT KOLOB CANYON,"3,716",NP
IM,Zion National Park,ZION,TRAFFIC COUNT AT KOLOB TERRACE,0,NP
IM,Zion National Park,ZION,TRAFFIC COUNT AT SOUTH ENTRANCE,"26,671",NP
